slug,tool_name,category,index_status,intent_match_score,exact_keyword_intent_satisfied,missing_user_expectations,tool_options_match_intent,semantic_coverage_score,primary_keyword_coverage,secondary_keyword_coverage,related_entity_topic_coverage,over_optimization_risk,thin_repetitive_content_risk,topical_authority_score,category_cluster_fit,related_tools_quality,internal_link_strength,missing_supporting_pages_or_blog_content,category_page_improvement_needs,ux_score,tool_clarity,options_clarity,output_usefulness,copy_button_usefulness,mobile_readability_risk,friction_points,content_quality_score,intro_usefulness,faq_usefulness,disclaimer_quality_where_needed,uniqueness_vs_similar_tools,human_tone,adsense_safe_language,overall_score,issue_level,main_issue,recommended_fix,priority
tattoo-name-generator,Tattoo Name Generator,Other,low,8.3,yes,add intent-matched controls; add targeted FAQ support; strengthen related-tool links,partial,8.1,strong,strong,partial,low,medium,7.2,strong,partial,thin,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,8.3,clear,minimal controls,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,limited option depth for niche intent,7.5,strong,thin,not required,distinct enough for current cluster,clear and utility-focused,safe,7.9,minor,add intent-matched controls,add intent-matched controls; add targeted FAQ support; strengthen related-tool links.,low
token-generator,Token Generator,Other,noindex,8.6,yes,add intent-matched controls; add targeted FAQ support; strengthen related-tool links; add clearer safety/disclaimer note,partial,8.1,strong,strong,partial,low,medium,7.2,strong,partial,thin,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,8.3,clear,minimal controls,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,limited option depth for niche intent,5.7,strong,thin,needs stronger disclaimer,distinct enough for current cluster,clear and utility-focused,safe with retained noindex/safety framing,7.6,minor,add intent-matched controls,add intent-matched controls; add targeted FAQ support; strengthen related-tool links; add clearer safety/disclaimer note.,low
typewriter-text-generator,Typewriter Text Generator,Other,low,8.3,yes,add intent-matched controls; add targeted FAQ support; strengthen related-tool links,partial,8.5,strong,strong,partial,low,medium,7.2,strong,partial,thin,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,8.3,clear,minimal controls,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,limited option depth for niche intent,7.5,strong,thin,not required,distinct enough for current cluster,clear and utility-focused,safe,8,minor,add intent-matched controls,add intent-matched controls; add targeted FAQ support; strengthen related-tool links.,low
ancient-greek-inspired-name-generator,Ancient Greek-Inspired Name Generator,Creative & Story Generators,low,10,yes,none,yes,9.1,strong,strong,strong,low,low,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,8.8,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,low,8.8,strong,strong,not required,distinct enough for current cluster,clear and utility-focused,safe,9.1,none,No material issue found.,No fix required before launch.,none
roman-inspired-character-name-generator,Roman-Inspired Character Name Generator,Creative & Story Generators,low,10,yes,none,yes,9.1,strong,strong,strong,low,low,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,8.8,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,low,8.1,strong,strong,not required,distinct enough for current cluster,clear and utility-focused,safe,9,none,No material issue found.,No fix required before launch.,none
ancient-egyptian-inspired-name-generator,Ancient Egyptian-Inspired Name Generator,Creative & Story Generators,low,10,yes,none,yes,9.1,strong,strong,strong,low,low,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,8.8,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,low,8.8,strong,strong,not required,distinct enough for current cluster,clear and utility-focused,safe,9.1,none,No material issue found.,No fix required before launch.,none
iupac-name-generator,IUPAC Name Generator,Utility Generators,high,10,yes,none,yes,9.1,strong,strong,strong,low,low,8.7,strong,strong,strong,consider category/blog support if search volume justifies it,minor category copy/internal linking polish only,9.3,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,low,8.8,strong,strong,not required,distinct enough for current cluster,clear and utility-focused,safe,9.2,none,No material issue found.,No fix required before launch.,none
victorian-name-generator,Victorian Name Generator,Name Generators,low,10,yes,none,yes,9.1,strong,strong,strong,low,low,8.5,strong,strong,strong,consider category/blog support if search volume justifies it,minor category copy/internal linking polish only,9.1,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,low,8.1,strong,strong,not required,distinct enough for current cluster,clear and utility-focused,safe,9,none,No material issue found.,No fix required before launch.,none
racehorse-name-generator,Racehorse Name Generator,Name Generators,high,10,yes,none,yes,9.1,strong,strong,strong,low,low,9,strong,strong,strong,consider category/blog support if search volume justifies it,minor category copy/internal linking polish only,8.8,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,low,8.1,strong,strong,not required,distinct enough for current cluster,clear and utility-focused,safe,9,none,No material issue found.,No fix required before launch.,none
emo-name-generator,Emo Name Generator,Creative & Story Generators,medium,10,yes,none,yes,9.1,strong,strong,strong,low,low,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,8.8,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,low,8.1,strong,strong,not required,distinct enough for current cluster,clear and utility-focused,safe,9,none,No material issue found.,No fix required before launch.,none
poster-generator,Poster Generator,Business Generators,high,10,yes,none,yes,9.1,strong,strong,strong,low,low,9,strong,strong,strong,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,9.3,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,minor visual-output review recommended,low,8.8,strong,strong,adequate,distinct enough for current cluster,clear and utility-focused,safe,9.2,none,No material issue found.,No fix required before launch.,none
flyer-generator,Flyer Generator,Business Generators,high,10,yes,none,yes,9.1,strong,strong,strong,low,low,9,strong,strong,strong,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,9.3,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,minor visual-output review recommended,low,8.1,strong,strong,adequate,distinct enough for current cluster,clear and utility-focused,safe,9.1,none,No material issue found.,No fix required before launch.,none
fantasy-map-generator,Fantasy Map Generator,Gaming & Fantasy Generators,medium,10,yes,none,yes,9.1,strong,strong,strong,low,low,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,9.3,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,minor visual-output review recommended,low,9,strong,strong,adequate,distinct enough for current cluster,clear and utility-focused,safe,9.2,none,No material issue found.,No fix required before launch.,none
papyrus-generator,Papyrus Generator,Font & Text Style Generators,high,10,yes,none,yes,9.5,strong,strong,strong,low,low,9,strong,strong,strong,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,9.1,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,low,8.8,strong,strong,not required,distinct enough for current cluster,clear and utility-focused,safe,9.3,none,No material issue found.,No fix required before launch.,none
