slug,tool_name,category,index_status,human_tone_score,natural_or_template_like,repetitive_phrasing_risk,robotic_ai_like_wording_risk,recommended_rewrite_if_needed,intent_match_score,exact_user_intent_solved,options_output_aligned_with_keyword,missing_user_expectations,semantic_coverage_score,primary_keyword_natural_usage,secondary_intent_coverage,related_terms_entities_use_cases,over_optimization_risk,thin_content_risk,topical_authority_score,category_cluster_fit,related_tools_quality,internal_linking_usefulness,missing_supporting_pages_blog_category_content,usefulness_score,intro_clarity,options_clarity,output_usefulness,copy_button_usefulness,explanation_disclaimer_quality,mobile_readability_concern,overall_content_score,helpful_content_risk,scaled_content_risk,doorway_thin_content_risk,duplicate_template_risk,unsafe_claim_risk,adsense_adx_risk,main_issue,recommended_fix,priority
funny-name-generator,Funny Name Generator,Other,index,7.6,natural enough for utility page,low,low,none,8.8,yes,partial,Options are minimal for the expected intent. Internal links are useful but shallow. FAQ support is thin.,8.2,strong,strong,adequate,low,medium,7,strong,adequate,thin,minor supporting content opportunity only,8.2,adequate,minimal,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8,medium,low,medium,low,low,low,Options are minimal for the expected intent.,"Add or clarify format/style/depth controls that match the keyword; Add one or two adjacent related tools with clear workflow relevance; Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
gnome-name-generator,Gnome Name Generator,Other,index,7.6,natural enough for utility page,low,low,none,8.8,yes,partial,Options are minimal for the expected intent. Internal links are useful but shallow. FAQ support is thin.,8.2,strong,strong,adequate,low,medium,7,strong,adequate,thin,category hub could use subcategory sections and editorial guidance,8.2,adequate,minimal,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8,medium,low,medium,low,low,low,Options are minimal for the expected intent.,"Add or clarify format/style/depth controls that match the keyword; Add one or two adjacent related tools with clear workflow relevance; Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
hotel-name-generator,Hotel Name Generator,Other,index,7.6,natural enough for utility page,low,low,none,10,yes,yes,FAQ support is thin.,8.2,strong,strong,strong,low,medium,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,9,adequate,clear,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8.7,medium,low,medium,low,low,low,FAQ support is thin.,"Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
html-code-generator,HTML Code Generator,Other,index,7.9,natural enough for utility page,low,low,none,10,yes,yes,Internal links are useful but shallow. FAQ support is thin.,8.2,strong,strong,adequate,low,medium,7,strong,adequate,thin,category hub could use subcategory sections and editorial guidance,8.7,adequate,clear,intent-specific and copyable,strong shared copy controls,adequate,minor visual/code preview review recommended after UI changes,8.4,medium,low,medium,low,low,low,Internal links are useful but shallow.,"Add one or two adjacent related tools with clear workflow relevance; Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
invisible-text-generator,Invisible Text Generator,Other,index,7.9,natural enough for utility page,low,low,none,8.8,yes,partial,Options are minimal for the expected intent. Internal links are useful but shallow. FAQ support is thin.,8.2,strong,strong,adequate,low,medium,7,strong,adequate,thin,category hub could use subcategory sections and editorial guidance,8.2,adequate,minimal,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8,medium,low,medium,low,low,low,Options are minimal for the expected intent.,"Add or clarify format/style/depth controls that match the keyword; Add one or two adjacent related tools with clear workflow relevance; Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
letterhead-generator,Letterhead Generator,Other,index,7.9,natural enough for utility page,low,low,none,10,yes,yes,Internal links are useful but shallow. FAQ support is thin.,8.2,strong,strong,adequate,low,medium,7,strong,adequate,thin,category hub could use subcategory sections and editorial guidance,9.4,strong,clear,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8.5,medium,low,medium,low,low,low,Internal links are useful but shallow.,"Add one or two adjacent related tools with clear workflow relevance; Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
logo-generator,Logo Generator,Other,index,7.9,natural enough for utility page,low,low,none,10,yes,yes,Internal links are useful but shallow. FAQ support is thin.,8.2,strong,strong,adequate,low,medium,7,strong,adequate,thin,category hub could use subcategory sections and editorial guidance,9,adequate,clear,intent-specific and copyable,strong shared copy controls,adequate,minor visual/code preview review recommended after UI changes,8.4,medium,low,medium,low,low,low,Internal links are useful but shallow.,"Add one or two adjacent related tools with clear workflow relevance; Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
mermaid-name-generator,Mermaid Name Generator,Other,index,7.6,natural enough for utility page,low,low,none,8.8,yes,partial,Options are minimal for the expected intent. Internal links are useful but shallow. FAQ support is thin.,8.2,strong,strong,adequate,low,medium,7,strong,adequate,thin,category hub could use subcategory sections and editorial guidance,8.2,adequate,minimal,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8,medium,low,medium,low,low,low,Options are minimal for the expected intent.,"Add or clarify format/style/depth controls that match the keyword; Add one or two adjacent related tools with clear workflow relevance; Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
meta-description-generator,Meta Description Generator,Other,index,7.9,natural enough for utility page,low,low,none,10,yes,yes,Internal links are useful but shallow. FAQ support is thin.,8.2,strong,strong,adequate,low,medium,7,strong,adequate,thin,minor supporting content opportunity only,9,adequate,clear,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8.4,medium,low,medium,low,low,low,Internal links are useful but shallow.,"Add one or two adjacent related tools with clear workflow relevance; Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
monster-name-generator,Monster Name Generator,Other,index,7.6,natural enough for utility page,low,low,none,8.8,yes,partial,Options are minimal for the expected intent. Internal links are useful but shallow. FAQ support is thin.,8.2,strong,strong,adequate,low,medium,7,strong,adequate,thin,category hub could use subcategory sections and editorial guidance,8.2,adequate,minimal,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8,medium,low,medium,low,low,low,Options are minimal for the expected intent.,"Add or clarify format/style/depth controls that match the keyword; Add one or two adjacent related tools with clear workflow relevance; Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
mood-board-generator,Mood Board Generator,Other,index,7.9,natural enough for utility page,low,low,none,10,yes,yes,Internal links are useful but shallow. FAQ support is thin.,8.2,strong,strong,adequate,low,medium,7,strong,adequate,thin,category hub could use subcategory sections and editorial guidance,9.4,strong,clear,intent-specific and copyable,strong shared copy controls,adequate,minor visual/code preview review recommended after UI changes,8.5,medium,low,medium,low,low,low,Internal links are useful but shallow.,"Add one or two adjacent related tools with clear workflow relevance; Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
pen-name-generator,Pen Name Generator,Other,index,7.6,natural enough for utility page,low,low,none,8.8,yes,partial,Options are minimal for the expected intent. Internal links are useful but shallow. FAQ support is thin.,8.2,strong,strong,adequate,low,medium,7,strong,adequate,thin,minor supporting content opportunity only,8.2,adequate,minimal,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8,medium,low,medium,low,low,low,Options are minimal for the expected intent.,"Add or clarify format/style/depth controls that match the keyword; Add one or two adjacent related tools with clear workflow relevance; Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
pet-name-generator,Pet Name Generator,Other,index,7.6,natural enough for utility page,low,low,none,8.8,yes,partial,Options are minimal for the expected intent. Internal links are useful but shallow. FAQ support is thin.,8.2,strong,strong,adequate,low,medium,7,strong,adequate,thin,minor supporting content opportunity only,8.2,adequate,minimal,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8,medium,low,medium,low,low,low,Options are minimal for the expected intent.,"Add or clarify format/style/depth controls that match the keyword; Add one or two adjacent related tools with clear workflow relevance; Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
pixel-text-generator,Pixel Text Generator,Other,index,8.2,natural enough for utility page,low,low,none,8.8,yes,partial,Options are minimal for the expected intent. Internal links are useful but shallow. FAQ support is thin.,8.5,strong,strong,strong,low,medium,7,strong,adequate,thin,category hub could use subcategory sections and editorial guidance,8.6,strong,minimal,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8.2,medium,low,medium,low,low,low,Options are minimal for the expected intent.,"Add or clarify format/style/depth controls that match the keyword; Add one or two adjacent related tools with clear workflow relevance; Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
